Rank,Title,OA,Country,SJR-index,CiteScore,H-index,Best Quartile,Best Categories,Best Subject Area,Best Subject Rank,Total Docs.,Total Docs. 3y,Total Refs.,Total Cites 3y,Citable Docs. 3y,Cites/Doc. 2y,Refs./Doc.,Publisher,Core Collection,Coverage,Active,In-Press,ISO Language Code,ASJC Codes,Life Sciences,Social Sciences,Physical Sciences,Health Sciences,1000 General,1100 Agricultural and Biological Sciences,1200 Arts and Humanities,"1300 Biochemistry, Genetics and Molecular Biology","1400 Business, Management and Accounting",1500 Chemical Engineering,1600 Chemistry,1700 Computer Science,1800 Decision Sciences,1900 Earth and Planetary Sciences,"2000 Economics, Econometrics and Finance",2100 Energy,2200 Engineering,2300 Environmental Science,2400 Immunology and Microbiology,2500 Materials Science,2600 Mathematics,2700 Medicine,2800 Neuroscience,2900 Nursing,"3000 Pharmacology, Toxicology and Pharmaceutics",3100 Physics and Astronomy,3200 Psychology,3300 Social Sciences,3400 Veterinary,3500 Dentistry,3600 Health Professions
256,Genome Medicine,True,United Kingdom,4.851,17.9,111,Q1,"['Genetics', 'Molecular Biology', 'Molecular Medicine']","Biochemistry, Genetics and Molecular Biology",60,141,381,10000,4480,370,11.27,70.92,Bmc,Science Citation Index Expanded,2009,True,True,ENG,"['2716', ' 1311', ' 1312', ' 1313']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
257,Academy of Management Perspectives,False,United States,4.84,12.6,148,Q1,"['Business and International Management', 'Marketing', 'Strategy and Management']","Business, Management and Accounting",26,25,103,2499,938,99,9.28,99.96,Acad Management,Social Sciences Citation Index,2006,True,False,ENG,"['1406', ' 1408', ' 1403']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Neuro-Oncology,False,United Kingdom,4.833,22.5,150,Q1,['Cancer Research'],"Biochemistry, Genetics and Molecular Biology",61,254,715,5645,6916,451,9.53,22.22,Oxford Univ Press Inc,Science Citation Index Expanded,1999,True,False,ENG,"['1306', ' 2728', ' 2730']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
259,Foundations and Trends in Systems and Control,False,United States,4.816,15.9,17,Q1,['Control and Optimization'],Mathematics,11,0,9,0,84,9,7.0,0.0,Now Publishers Inc,Emerging Sources Citation Index,2014,True,False,ENG,"['2606', ' 2207']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
260,Political Analysis,False,United Kingdom,4.815,12.3,77,Q1,"['Political Science and International Relations', 'Sociology and Political Science']",Social Sciences,17,46,110,1563,817,108,5.78,33.98,Cambridge Univ Press,Social Sciences Citation Index,1989,True,False,ENG,"['3320', ' 3312']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
261,Inventiones Mathematicae,False,Germany,4.811,5.4,118,Q1,['Mathematics (miscellaneous)'],Mathematics,12,83,220,4151,723,220,2.95,50.01,Springer Heidelberg,Science Citation Index Expanded,1966,True,True,ENG,['2600'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
262,International Organization,False,United Kingdom,4.798,8.9,157,Q1,"['Law', 'Political Science and International Relations', 'Sociology and Political Science']",Social Sciences,18,33,111,2627,852,110,7.94,79.61,Cambridge Univ Press,Social Sciences Citation Index,1947,True,True,ENG,"['3308', ' 1407', ' 3320', ' 3312']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
263,"Lancet Haematology,The",False,United Kingdom,4.793,,82,Q1,['Hematology'],Medicine,91,199,523,3416,3785,261,7.25,17.17,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Trends in Neurosciences,False,United Kingdom,4.784,25.7,311,Q1,['Neuroscience (miscellaneous)'],Neuroscience,13,100,292,8117,3607,286,11.84,81.17,Cell Press,Science Citation Index Expanded,1978,True,True,ENG,['2800'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
265,British Journal of Sports Medicine,False,United Kingdom,4.764,25.1,209,Q1,"['Physical Therapy, Sports Therapy and Rehabilitation', 'Sports Science']",Health Professions,5,308,988,8474,9249,597,10.28,27.51,Bmj Publishing Group,Science Citation Index Expanded,1964,True,True,ENG,"['3612', ' 2732', ' 2700']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
266,Information Fusion,False,Netherlands,4.756,38.6,136,Q1,"['Hardware and Architecture', 'Information Systems', 'Signal Processing', 'Software']",Computer Science,18,133,483,11852,10631,471,23.14,89.11,Elsevier,Science Citation Index Expanded,2000,True,True,ENG,"['1708', ' 1710', ' 1711', ' 1712']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Psychotherapy and Psychosomatics,False,Switzerland,4.738,22.8,110,Q1,"['Applied Psychology', 'Clinical Psychology']",Psychology,11,45,206,2334,1717,104,10.39,51.87,Karger,Science Citation Index Expanded | Social Sciences Citation Index,1953,True,True,ENG,"['2738', ' 3202', ' 3203', ' 2700']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
268,ACS Nano,False,United States,4.728,25.4,448,Q1,['Engineering (miscellaneous)'],Engineering,21,1890,4717,118946,80288,4677,16.56,62.93,Amer Chemical Soc,Science Citation Index Expanded,2007,True,False,ENG,"['3100', ' 2200', ' 2500']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
269,Journal of Labor Economics,False,United States,4.727,6.3,123,Q1,['Industrial Relations'],"Business, Management and Accounting",28,41,132,1954,514,130,3.59,47.66,Univ Chicago Press,Social Sciences Citation Index,1985,True,False,ENG,"['2002', ' 1410']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,European Respiratory Journal,False,Switzerland,4.722,25.3,267,Q1,"['Medicine (miscellaneous)', 'Pulmonary and Respiratory Medicine']",Medicine,94,494,1820,14532,16112,1020,8.66,29.42,European Respiratory Soc Journals Ltd,Science Citation Index Expanded,1988,True,False,ENG,['2740'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
271,Trends in Immunology,False,United Kingdom,4.689,27.9,245,Q1,['Immunology'],Immunology and Microbiology,17,110,332,7238,4122,316,11.5,65.8,Cell Press,Science Citation Index Expanded,1987,True,True,ENG,"['2403', ' 2723']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
272,Annual Review of Virology,False,United States,4.654,21.2,59,Q1,['Virology'],Immunology and Microbiology,18,27,90,3422,1051,83,10.36,126.74,Annual Reviews,Science Citation Index Expanded,2014,True,False,ENG,['2406'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
273,Organizational Research Methods,False,United States,4.626,17.5,130,Q1,['Decision Sciences (miscellaneous)'],Decision Sciences,8,45,105,3892,1033,101,7.97,86.49,Sage Publications Inc,Social Sciences Citation Index,1998,True,False,ENG,"['1405', ' 1408', ' 1800']",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Clinical Cancer Research,False,United States,4.603,21.8,362,Q1,['Cancer Research'],"Biochemistry, Genetics and Molecular Biology",62,575,2240,21421,24221,2137,9.75,37.25,Amer Assoc Cancer Research,Science Citation Index Expanded,1995,True,False,ENG,"['1306', ' 2730']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
275,Science advances,True,United States,4.598,20.4,214,Q1,['Multidisciplinary'],Multidisciplinary,3,2211,5372,139284,75209,5342,13.01,63.0,Amer Assoc Advancement Science,Science Citation Index Expanded,2015,True,False,ENG,['1000'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,"Lancet Rheumatology, The",True,United Kingdom,4.586,,41,Q1,['Immunology'],Immunology and Microbiology,19,190,457,2979,2995,165,6.84,15.68,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Cell Reports,True,United States,4.574,14.9,202,Q1,"['Biochemistry, Genetics and Molecular Biology (miscellaneous)']","Biochemistry, Genetics and Molecular Biology",63,1481,3957,101682,35961,3950,8.63,68.66,Cell Press,Science Citation Index Expanded,1970,True,True,ENG,['1300'],1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,eClinicalMedicine,True,United Kingdom,4.553,16.0,63,Q1,['Medicine (miscellaneous)'],Medicine,98,500,1115,20906,11011,757,10.9,41.81,Elsevier,Science Citation Index Expanded,2018,True,True,ENG,['2700'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
279,Clinical Psychology Review,False,United States,4.541,18.9,239,Q1,['Clinical Psychology'],Psychology,12,58,236,7166,3351,233,12.73,123.55,Pergamon-Elsevier Science Ltd,Social Sciences Citation Index,1981,True,True,ENG,"['2738', ' 3203']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
280,Organization Studies,False,United Kingdom,4.537,10.0,167,Q1,"['Management of Technology and Innovation', 'Organizational Behavior and Human Resource Management', 'Strategy and Management']","Business, Management and Accounting",30,118,230,8049,1787,226,7.45,68.21,Sage Publications Ltd,Social Sciences Citation Index,1980,True,False,ENG,"['1405', ' 1407', ' 1408']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Review of Asset Pricing Studies,False,United States,4.537,13.1,26,Q1,"['Economics and Econometrics', 'Finance']","Economics, Econometrics and Finance",35,19,62,1119,721,61,13.21,58.89,Oxford Univ Press,Emerging Sources Citation Index,2011,True,False,ENG,"['2002', ' 2003']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Circulation Research,False,United States,4.531,24.0,369,Q1,['Physiology'],"Biochemistry, Genetics and Molecular Biology",64,256,1012,17396,12051,805,11.83,67.95,Lippincott Williams & Wilkins,Science Citation Index Expanded,1953,True,True,ENG,"['2705', ' 1314']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
283,Journal of Management Studies,False,United Kingdom,4.492,12.1,206,Q1,"['Business and International Management', 'Management of Technology and Innovation', 'Strategy and Management']","Business, Management and Accounting",31,133,236,12802,2673,187,10.89,96.26,Wiley,Social Sciences Citation Index,1964,True,True,ENG,"['1405', ' 1408', ' 1403']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,IEEE Vehicular Technology Magazine,False,United States,4.469,20.1,71,Q1,['Automotive Engineering'],Engineering,22,58,203,639,1903,171,6.18,11.02,Ieee-Inst Electrical Electronics Engineers Inc,Science Citation Index Expanded,2006,True,True,ENG,['2203'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Reports on Progress in Physics,False,United Kingdom,4.467,32.3,237,Q1,['Physics and Astronomy (miscellaneous)'],Physics and Astronomy,24,43,131,11553,2359,131,17.57,268.67,Iop Publishing Ltd,Science Citation Index Expanded,1934,True,False,ENG,['3100'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
286,ACM Computing Surveys,False,United States,4.457,28.5,190,Q1,['Theoretical Computer Science'],Mathematics,13,222,450,36137,9398,450,20.26,162.78,Assoc Computing Machinery,Science Citation Index Expanded,1969,True,False,ENG,"['1700', ' 2614']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
287,Journal of the American Society of Nephrology : JASN,False,United States,4.45,19.6,306,Q1,"['Medicine (miscellaneous)', 'Nephrology']",Medicine,102,258,869,8557,7606,677,9.06,33.17,,,1990,True,False,ENG,"['2727', ' 2700']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
288,IEEE Transactions on Pattern Analysis and Machine Intelligence,False,United States,4.447,30.4,397,Q1,['Applied Mathematics'],Mathematics,14,907,802,45508,17867,793,21.86,50.17,Ieee Computer Soc,Science Citation Index Expanded,1978,True,True,ENG,"['2604', ' 1702', ' 1703', ' 1707', ' 1712']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
289,Accounting Review,False,United States,4.446,7.3,180,Q1,['Accounting'],"Business, Management and Accounting",32,90,258,5372,1561,257,5.03,59.69,Amer Accounting Assoc,Social Sciences Citation Index,1996,True,False,ENG,"['2002', ' 2003', ' 1402']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Brain,False,United Kingdom,4.437,20.7,365,Q1,"['Medicine (miscellaneous)', 'Neurology (clinical)']",Medicine,103,411,1195,16682,10725,848,8.68,40.59,Oxford Univ Press,Science Citation Index Expanded,1878,True,False,ENG,['2728'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
291,Trends in Chemistry,False,United States,4.435,32.1,56,Q1,['Chemistry (miscellaneous)'],Chemistry,14,110,312,7264,3890,295,10.48,66.04,Cell Press,Science Citation Index Expanded,2019,True,True,ENG,['1600'],0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,JACC: Cardiovascular Imaging,False,United States,4.435,23.5,144,Q1,"['Cardiology and Cardiovascular Medicine', 'Radiology, Nuclear Medicine and Imaging']",Medicine,104,329,1287,6626,6702,501,4.99,20.14,,,2008,True,True,ENG,"['2705', ' 2741']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
293,Ecology Letters,False,United Kingdom,4.426,16.3,298,Q1,"['Ecology, Evolution, Behavior and Systematics']",Agricultural and Biological Sciences,13,213,625,16783,5767,242,8.62,78.79,Wiley,Science Citation Index Expanded,1998,True,True,ENG,['1105'],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,Annals of PDE,False,Switzerland,4.425,4.8,21,Q1,"['Analysis', 'Applied Mathematics', 'Geometry and Topology', 'Mathematical Physics']",Mathematics,15,26,57,1149,210,57,2.5,44.19,Springernature,Science Citation Index Expanded,2015,True,True,ENG,"['2604', ' 2608', ' 3100', ' 2610', ' 2603']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
295,Drug Resistance Updates,False,United States,4.391,34.8,125,Q1,['Pharmacology'],"Pharmacology, Toxicology and Pharmaceutics",3,28,65,5855,1576,65,23.73,209.11,Churchill Livingstone,Science Citation Index Expanded,1998,True,True,ENG,"['2736', ' 2725', ' 1306', ' 3004', ' 2730']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
296,Biological Reviews,False,United States,4.388,23.5,186,Q1,['Agricultural and Biological Sciences (miscellaneous)'],Agricultural and Biological Sciences,14,103,328,26337,4536,328,10.89,255.7,Wiley,Science Citation Index Expanded,1924,True,True,ENG,"['1100', ' 1300']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,Mathematical Programming Computation,False,Germany,4.377,19.7,40,Q1,['Theoretical Computer Science'],Mathematics,16,22,58,1186,789,57,6.62,53.91,Springer Heidelberg,Science Citation Index Expanded,2009,True,True,ENG,"['1712', ' 2614']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
298,IEEE Transactions on Automatic Control,False,United States,4.334,11.8,314,Q1,['Computer Science Applications'],Computer Science,22,1028,1599,22816,11894,1598,6.48,22.19,Ieee-Inst Electrical Electronics Engineers Inc,Science Citation Index Expanded,1963,True,True,ENG,"['2208', ' 1706', ' 2207']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Economic Journal,False,United States,4.334,5.4,179,Q1,['Economics and Econometrics'],"Economics, Econometrics and Finance",37,97,320,5581,1209,320,3.15,57.54,Oxford Univ Press,Social Sciences Citation Index,1973,True,True,ENG,['2002'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Leadership Quarterly,False,United States,4.331,15.3,175,Q1,['Applied Psychology'],Psychology,13,68,148,8557,1601,141,7.93,125.84,Elsevier Science Inc,Social Sciences Citation Index,1990,True,True,ENG,"['1407', ' 3312', ' 3202', ' 1403']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
301,Entrepreneurship Theory and Practice,False,United States,4.323,,185,Q1,['Business and International Management'],"Business, Management and Accounting",34,120,166,14131,2341,145,12.75,117.76,Sage Publications Inc,Social Sciences Citation Index,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Strategic Organization,False,United Kingdom,4.284,7.8,70,Q1,['Education'],Social Sciences,20,70,94,5730,601,89,6.38,81.86,Sage Publications Ltd,Social Sciences Citation Index,2003,True,False,ENG,"['1408', ' 1410', ' 3304', ' 1403']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
303,Radiocarbon,False,United States,4.271,11.2,88,Q1,['Archeology (arts and humanities)'],Arts and Humanities,5,97,327,5179,2177,322,9.09,53.39,Cambridge Univ Press,Science Citation Index Expanded,1980,True,False,ENG,"['1900', ' 1204']",0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,IEEE Network,False,United States,4.266,19.9,143,Q1,"['Computer Networks and Communications', 'Hardware and Architecture', 'Information Systems', 'Software']",Computer Science,23,253,672,2438,7683,643,10.65,9.64,Ieee-Inst Electrical Electronics Engineers Inc,Science Citation Index Expanded,1986,True,True,ENG,"['1705', ' 1708', ' 1710', ' 1712']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Trends in Biochemical Sciences,False,United Kingdom,4.265,23.0,292,Q1,"['Biochemistry', 'Molecular Biology']","Biochemistry, Genetics and Molecular Biology",67,113,320,7438,3110,315,9.55,65.82,Cell Press,Science Citation Index Expanded,1976,True,True,ENG,"['1312', ' 1303']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,eLife,True,United Kingdom,4.251,12.3,184,Q1,['Neuroscience (miscellaneous)'],Neuroscience,14,2020,5814,143028,43918,5682,7.25,70.81,Elife Sciences Publ Ltd,Science Citation Index Expanded,2012,True,False,ENG,"['2400', ' 1300', ' 2700', ' 2800']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
307,Psychological Methods,False,United States,4.247,12.6,172,Q1,['History and Philosophy of Science'],Arts and Humanities,6,109,187,7096,1645,184,6.43,65.1,Amer Psychological Assoc,Social Sciences Citation Index,1996,True,True,ENG,['3201'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
308,Earth System Science Data,True,Germany,4.24,14.9,85,Q1,['Earth and Planetary Sciences (miscellaneous)'],Earth and Planetary Sciences,7,268,584,20093,6961,412,11.19,74.97,Copernicus Gesellschaft Mbh,Science Citation Index Expanded,2009,True,False,ENG,['1900'],0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Annual Review of Medicine,False,United States,4.233,26.2,174,Q1,"['Biochemistry, Genetics and Molecular Biology (miscellaneous)']","Biochemistry, Genetics and Molecular Biology",69,38,91,3457,1241,91,10.8,90.97,Annual Reviews,Science Citation Index Expanded,1950,True,False,ENG,"['1300', ' 2700']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
310,Annual Review of Physical Chemistry,False,United States,4.232,23.5,180,Q1,['Physical and Theoretical Chemistry'],Chemistry,15,20,64,2628,925,64,15.06,131.4,Annual Reviews,Science Citation Index Expanded,1975,True,False,ENG,"['1606', ' 1600']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,American Journal of Psychiatry,False,United States,4.231,20.7,381,Q1,['Psychiatry and Mental Health'],Medicine,109,127,563,2132,4199,345,7.48,16.79,Amer Psychiatric Publishing,Science Citation Index Expanded | Social Sciences Citation Index,1945,True,False,ENG,['2738'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
312,PLoS Medicine,True,United States,4.223,17.6,258,Q1,"['Biochemistry', 'Biotechnology', 'Cell Biology', 'Molecular Biology']","Biochemistry, Genetics and Molecular Biology",70,229,934,9759,9701,916,10.42,42.62,Public Library Science,Science Citation Index Expanded,2004,True,False,ENG,['2700'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
313,Review of Accounting Studies,False,United States,4.212,6.4,88,Q1,"['Accounting', 'Business, Management and Accounting (miscellaneous)']","Business, Management and Accounting",36,118,124,7109,736,124,5.54,60.25,Springer,Social Sciences Citation Index,1996,True,True,ENG,"['1400', ' 1402']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,ACS Catalysis,False,United States,4.195,20.6,263,Q1,['Catalysis'],Chemical Engineering,13,1414,3932,98431,52699,3884,12.88,69.61,Amer Chemical Soc,Science Citation Index Expanded,2011,True,False,ENG,"['1503', ' 1600']",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,"Lancet Child and Adolescent Health, The",False,Netherlands,4.179,,57,Q1,['Developmental and Educational Psychology'],Psychology,15,185,647,3871,5033,266,10.16,20.92,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,Cell Discovery,True,United Kingdom,4.179,20.0,50,Q1,"['Biochemistry', 'Cell Biology', 'Genetics', 'Molecular Biology']","Biochemistry, Genetics and Molecular Biology",71,138,269,6129,3371,167,14.58,44.41,Springernature,Science Citation Index Expanded,2015,True,False,ENG,"['1307', ' 1311', ' 1312', ' 1303']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,ACS Central Science,True,United States,4.171,24.2,115,Q1,['Chemical Engineering (miscellaneous)'],Chemical Engineering,14,236,760,11124,10146,727,13.87,47.14,Amer Chemical Soc,Science Citation Index Expanded,2015,True,True,ENG,"['1500', ' 1600']",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,California Management Review,False,United States,4.17,21.6,147,Q1,['Strategy and Management'],"Business, Management and Accounting",37,28,79,0,1481,77,11.14,0.0,Sage Publications Inc,Social Sciences Citation Index,1970,True,False,ENG,['1408'],0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Hepatology,False,United States,4.152,24.8,387,Q1,"['Hepatology', 'Medicine (miscellaneous)']",Medicine,112,579,1624,16739,14530,1153,8.89,28.91,Lippincott Williams & Wilkins,Science Citation Index Expanded,1981,True,True,ENG,['2721'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
320,Eurosurveillance,True,Sweden,4.145,27.7,125,Q1,['Virology'],Immunology and Microbiology,21,249,774,5276,7086,706,11.7,21.19,Eur Centre Dis Prevention & Control,Science Citation Index Expanded,2001,True,False,ENG,"['2406', ' 2739', ' 2713']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
321,Applied Physics Reviews,True,United States,4.143,23.8,92,Q1,['Physics and Astronomy (miscellaneous)'],Physics and Astronomy,26,134,300,19518,4988,295,14.13,145.66,Aip Publishing,Science Citation Index Expanded,2014,True,False,ENG,['3100'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
322,Coordination Chemistry Reviews,False,Netherlands,4.121,33.3,300,Q1,"['Inorganic Chemistry', 'Physical and Theoretical Chemistry']",Chemistry,18,432,1008,90981,21176,991,20.38,210.6,Elsevier Science Sa,Science Citation Index Expanded,1966,True,True,ENG,"['2505', ' 1606', ' 1604']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
323,JAMA network open,True,United States,4.108,15.1,106,Q1,['Medicine (miscellaneous)'],Medicine,114,2259,4511,58866,39328,3604,8.71,26.06,Amer Medical Assoc,Science Citation Index Expanded,2018,True,False,ENG,['2700'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
324,Journal of the National Comprehensive Cancer Network : JNCCN,False,United States,4.098,19.0,138,Q1,"['Medicine (miscellaneous)', 'Oncology']",Medicine,115,187,609,7146,6355,514,9.58,38.21,,,2003,True,False,ENG,['2730'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
325,Optica,True,United States,4.096,21.2,126,Q1,"['Electronic, Optical and Magnetic Materials']",Materials Science,25,192,719,9445,8062,702,10.6,49.19,Optica Publishing Group,Science Citation Index Expanded,2014,True,False,ENG,"['3107', ' 2504']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
